video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
uDZVNZkvKJk,17.14.11,ВОЛШЕБНАЯ ПОДКОРМКА ДЛЯ ВСЕХ РАСТЕНИЙ!ВСЁ РАСТЕТ КАК НА ДРОЖЖАХ!,Урожайный огород,22,2017-11-13T15:01:20.000Z,"удобрение|""подкормка""|""перекись""|""способ""|""применение перекиси""|""перекись водорода""|""выращивание лука""|""выращивание""|""растения""|""подкормка растений""|""огород""|""огород на окне""|""огород круглый год""|""что вырастить дома""|""выращивание зелени""|""выращивание овощей""|""урожайный огород""|""урожай""|""урожайный""|""волшебная подкормка""|""новое удобрение""|""дрожжи""",12116,786,23,43,https://i.ytimg.com/vi/uDZVNZkvKJk/default.jpg,FALSE,FALSE,FALSE,"В этом видео речь пойдет о замечательной подкормке для всех растений.Поле такой подкормки все растет как на дрожжах.Это средство очень помогает растениям укореняться после пересадки,цветущие растения после нее цветут заметно пышней.А также я ее применяю для проращивания семян,для выращивания рассады и для всех растений на огороде и конечно сейчас для огорода на окне.Ведь огород круглый год оже нуждается в уходе и подкормках.Но азотными удобрениями пользоваться для выращивания овощей на окне в зимнее время нежелательно,т.к. это вызывает накопление нитратов при недостаточной освещенности в это время года.И эта волшебная подкормка приходит на помощь.Лук после такого средства растет с бешенной скоростью как на дрожжах.Всем рекомендую это дешевое,простое средство,которое есть у каждого под рукой.Это перекись водорода.Перекись незаменимое средство для растений и для людей.\n*****************************************************************\n☛ ПОДПИСАТЬСЯ НА КАНАЛ Дом и сад Home Garden \n https://www.youtube.com/channel/UCV1fD8E18u3ui_db52GaD7w/featured\n******************************************************************\n#удобрение #подкормка #перекись #огород #лук \n*******************************************************************\nВы можете начать зарабатывать в Youtube на своих видео. Подключайтесь к партнерской программе. \nВам будут платить независимо в какой стране вы живете.\nЛюбыми способами: PayPal, Webmoney, деньги на ваш банковский счет и т. д. \nПросто попробуйте.\nВот Ссылка для Подачи Заявки:  http://join.air.io/ogorod\n*************************************************************\nНА МОЕМ КАНАЛЕ ВЫ НАЙДЕТЕ МНОГО ИНТЕРЕСНОЙ ИНФОРМАЦИИ О ВЫРАЩИВАНИИ ОВОЩЕЙ,ВКУСНЫХ И ПРОСТЫХ РЕЦЕПТОВ,А ТАКЖЕ КАК СВОИМИ РУКАМИ ОБУСТРОИТЬ ДОМ И САД!\nПОДПИСЫВАЙТЕСЬ НА МОЙ КАНАЛ  http://www.youtube.com/channel/UC1iymlgInaX3aOqmh3_wXdA?sub_confirmation=1 \n**********************************************************\nСмотрите другие мои видео - Выращивание томатов от А до Я  https://www.youtube.com/playlist?list=PL0xvSfWR74l8u3_Tecyrgb5ux2vxNIMg-\n*****************************************************************\nВСЕ ВИДЕО О ВЫРАЩИВАНИИ КАБАЧКОВ МОЖНО ПОСМОТРЕТЬ ЗДЕСЬ:  https://www.youtube.com/playlist?list=PL0xvSfWR74l-CO8Hltav1GRvJGGSg9_Dt\n******************************************************\nСмотрите другие мои видео о выращивании капусты Капуста от А до Я  https://www.youtube.com/playlist?list=PL0xvSfWR74l90y0X--IBwP17DtrmrtQh6\n******************************************************\nСмотрите другие мои видео о выращивании клубники https://www.youtube.com/playlist?list=PL0xvSfWR74l-7wUAXZRyc6VjsaOnv4nKn\n********************************************************************"
pf_nhw7qO1Y,17.14.11,ATL —  ЛЮБИМЫЙ РЭПЕР ТВОИХ ЛЮБИМЫХ РЭПЕРОВ #vsrap,VSRAP Digest,10,2017-11-13T17:30:44.000Z,"VSRAP|""Versus""|""Versus Battle""|""atl""|""атл""|""марабу""|""лимб""",78074,6005,156,390,https://i.ytimg.com/vi/pf_nhw7qO1Y/default.jpg,FALSE,FALSE,FALSE,Сайт БК Леон: https://www.leon.ru/?wm=3005082 бонускод: VSRAP\n\nATL В ТВОЁМ ГОРОДЕ - http://acidhouze.ru/\n\nКАК ИЗМЕНИЛСЯ РЭП -  https://youtu.be/HLW3KYvCkGY\nКАК ИЗМЕНИЛСЯ РЭП -  https://youtu.be/HLW3KYvCkGY\nКАК ИЗМЕНИЛСЯ РЭП -  https://youtu.be/HLW3KYvCkGY\n\nhttps://vsrap.ru/shop | магазин\nhttps://vk.com/vsrapru | паблик\nhttps://youtube.com/vsrap | второй канал\nhttps://vk.com/egor.dragon | реклама в шоу\nhttps://facebook.com/vsrapru | фейсбук\nhttps://instagram.com/vsrapru | инста\nhttps://twitter.com/vsrapru | твиты\nhttps://t.me/vsrapru | телеграм\n\nhttps://vk.com/egor.dragon | реклама в выпусках\nhttps://vk.com/subboxrecords | студия звукозаписи\nhttp://maximax.me/ | видеопродакшен\n\nATL - Архитектор\nhttps://youtu.be/0RCH5-wCpp0\nATL - Священный рейв\nhttps://youtu.be/mrfp4O_EVgg\nATL - Танцуйте\nhttps://youtu.be/Miqhq_3gQbg\nATL - Пчелки (prod. Dark Faders)\nhttps://youtu.be/Z-MZI1gxdUQ\nATL – Подснежник (Dark Faders prod.)\nhttps://youtu.be/EJimkyKPolk
#NAME?,17.14.11,Новинки интернет магазина Fismart.ru,Fismart,22,2017-11-13T14:24:45.000Z,"Интернет магазин|""магазин посуды""|""обзор посуды""|""распаковка посуды""|""новинки посуды""|""Fismart""|""fissman""|""Joseph Joseph""|""фиссман""|""фисмарт""|""джозеф""",3340,114,1,11,https://i.ytimg.com/vi/-iV6L-iz-GY/default.jpg,FALSE,FALSE,FALSE,"Дорогие друзья представляем Вашему вниманию, обзор новинок из интернет магазина https://fismart.ru \nЕсли Вам понравился этот обзор подписывайтесь на наш официальный youtube канал\n https://www.youtube.com/c/fismartru\nОбзор подготовлен известным видеоблогером Екатериной Соколовой"
79936TM5SPw,17.14.11,Good Times — Мне хватает / ПРЕМЬЕРА 2017 (18+),Good Times,10,2017-11-13T06:25:15.000Z,"good times|""мне хватает""|""good""|""times""|""новый клип""|""новинка""|""новые клипы""|""новинки видео""|""клипы 2017""|""русские клипы""|""русские клипы 2017""|""русский рок 2017""|""русский рок""|""ленинград""|""шнуров""|""the hatter""|""шляпники""|""ска""|""кострома""|""рок""|""новинки рока""|""новые рок видео""|""рок 2017""",484096,2827,254,110,https://i.ytimg.com/vi/79936TM5SPw/default.jpg,FALSE,FALSE,FALSE,"Поддержи выход нашего нового альбома на Planeta - https://planeta.ru/campaigns/goodtimes_album\nProduction — Must Be Family \nРежиссер / Оператор / Монтаж — Дмитрий Смирнов \nАдминистратор / Стедикам — Илья Касторский \nГример — Катя Хлопцева \n\nАктеры в клипе: \nАлексей Галушко, Татьяна Караванова, Лиза Фурашова, Владислав Гостищев, Надежда Залесова\n\nПодпишись на Good Times: \nVK — https://vk.com/goodtimesband\nInstagram — https://www.instagram.com/good_times_band/"
l9O3YHiw2nk,17.14.11,Прожекторперисхилтон - Выпуск от 11.11.2017,Первый канал,43,2017-11-11T21:14:30.000Z,"Телевидение|""Юмор""|""Гарик Мартиросян""|""Сергей Светлаков""|""Александр Цекало""|""Иван Ургант""|""Александр Градский""|""новость""|""газета""|""обсуждение""|""актер""|""смех""|""сарказм""|""юмор""|""сатира""|""гость""|""певец""|""скандал""|""арест""|""кандидат""|""выборы""|""деньги""|""Прожекторперисхилтон""",658403,10368,1284,809,https://i.ytimg.com/vi/l9O3YHiw2nk/default.jpg,FALSE,FALSE,FALSE,"Налоговый скандал в Великобритании и аресты в королевской семье Саудовской Аравии, суд над  Алексеем Улюкаевым, бойкот Евровидения, президентские выборы и цены на нефть - эти и другие актуальные новости обсуждают ведущие. Компанию им составил певец Александр Градский."
oWvW4iHgn7c,17.14.11,Sevgi istirobi 54 qism  O'zbek tilida HD,Jamshid Hasanovich,22,2017-11-13T16:35:14.000Z,[none],23694,343,22,90,https://i.ytimg.com/vi/oWvW4iHgn7c/default.jpg,FALSE,FALSE,FALSE,
v0aTFp_XrS0,17.14.11,УЖАС!!! Омерзительная ПРАВДА о внуке Пугачевой ШОКИРОВАЛА всю страну!!! Новости #TheRelizzz,TheRelizzz / Дата Выхода,1,2017-11-13T17:14:00.000Z,"Трейлер|""Премьера""|""Дата выхода""|""Фильм""|""Сериал""|""Дата релиза""|""Когда будет""|""Новый сезон""|""2017""|""1 серия""|""1 сезон""|""русский сериал""|""смотреть онлайн""|""онлайн сериал""|""фильм сериал""|""канал""|""сериал""|""нтв""|""стс""|""тнт""|""5канал""|""первый канал""|""Россия-1""|""Домашний""|""новый сериал""|""смотреть сериал""|""новая серия""|""продолжение""|""мелодрама""|""канал Ю""|""драма""|""боевик""|""комедия""|""смотреть в hd""|""hd сериал""|""продолжения""|""therelizzz""|""Анонс""|""УЖАС!!! Омерзительная ПРАВДА о внуке Пугачевой ШОКИРОВАЛА всю страну!!! Новости #TheRelizzz""",30142,25,91,17,https://i.ytimg.com/vi/v0aTFp_XrS0/default.jpg,FALSE,FALSE,FALSE,"Хватит считать свои волосы! Через МЕСЯЦ они станут длинными и густыми! Вам поможет уникальное средство для роста и восстановления волос! ☛  https://clck.ru/C8VtW\n\nУЖАС!!! Омерзительная ПРАВДА о внуке Пугачевой ШОКИРОВАЛА всю страну!!! Новости #TheRelizzz\n....................................................................\n\nTheRelizzz — Следите за новостями и ждете дату выхода любимых сериалов...Тогда это к нам, добро пожаловать...Приятного просмотра...!!!  (http://youtube.com/TheRelizzz)\n....................................................................\n\nВсе плейлисты Канала : \n\nНОВОСТИ шоу-бизнеса : https://goo.gl/LXdehH      \n\nБОЕВИКИ Сериалы/Дата Выхода : https://goo.gl/5AxnPJ\n\nТУРЕЦКИЕ Сериалы/Дата Выхода : https://goo.gl/GSTh5s\n\nКОМЕДИЙНЫЕ Сериалы/Дата Выхода : https://goo.gl/FqjWpk\n\nМИСТИЧЕСКИЕ Сериалы/Дата Выхода : https://goo.gl/DKelnt\n\nДЕТЕКТИВНЫЕ Сериалы/Дата Выхода : https://goo.gl/cMKt4M\n\nИСТОРИЧЕСКИЕ Сериалы/Дата Выхода : https://goo.gl/D1K5BL\n\nМЕЛОДРАМАТИЧЕСКИЕ Сериалы/Дата Выхода : https://goo.gl/q5c3Zm\n....................................................................\n\nОжидаемые Сериалы/Дата Выхода : https://goo.gl/r8pwkL\n....................................................................\n\nДорогие Друзья : Ставим Лайки, Подписываемся, Комментируем Видео! TheRelizzz : подпишись » https://goo.gl/xc9AGW\n\nЕсли вам понравилось видео, не стесняйтесь добавить его на свою страничку в соц сети, нажав на кнопку Поделиться под видео. А так же поставить лайк Это способствует росту канала и более частому появлению новых видео. Спасибо:)\n\n\n\n\n#новости_шоу_бизнеса новости шоу новости шоу бизнеса сегодня новости шоу бизнеса россии шоу бизнес россии звезда со звездами#звезды_шоу_бизнеса звезды голливуда звезды кино звезды музыки знаменитости россии звезды телевидения\n#скандалы_факты_слухи_новости слава никитин\n\n#Сериалы #Фильмы #Анонс #Премьера #ДатаВыхода #Трейлер #1Серия #HD #TheRelizzz #ДатаРелиза #КогдаБудет #НоваяСерия"
wr9ChhFtok8,17.14.11,Слоеный Салат Изумрудный с Киви и Курицей,Готовим с Ириной Хлебниковой,26,2017-11-13T13:34:33.000Z,"ирина хлебникова|""как приготовить""|""рецепт""|""слоеный салат""|""салат""|""салат изумрудный""|""салат с курицей""|""киви""|""домашний""|""кулинария""|""корейская морковь""",25610,2248,36,110,https://i.ytimg.com/vi/wr9ChhFtok8/default.jpg,FALSE,FALSE,FALSE,Замечательный слоеный салат Изумрудный. Попробуйте приготовить!\n\n1 куриная грудка\n2-3 киви\n3 яйца вкрутую\n1 яблоко\n200 г моркови по-корейски\n1-2 зубчика чеснока\nмайонез\n\nЕще много различных салатов и закусок на канале - https://www.youtube.com/playlist?list=PL6qtETDDG6aMZ7WHrgIpektyYJYep3tD9\n\n\n♥ Мои сайты - https://kyxarka.ru и https://pechemdoma.com\n♥ Facebook - https://www.facebook.com/irina.khlebnikova.5\n♥ Группа в Facebook - https://www.facebook.com/groups/gotovimsirinoi/\n♥ Страница ВК - https://vk.com/id177754890\n♥ Группа ВК https://vk.com/vk_c0ms\n♥ Instagram - https://www.instagram.com/gotovim_s_irinoi_khlebnikovoi/
5RH9qwv0giM,17.14.11,"Грибники нашли в лесу собаку, которая угодила в охотничью удавку…",Наши пушистые друзья,15,2017-11-13T13:38:38.000Z,"собака|""dog""|""животные""",19652,690,9,28,https://i.ytimg.com/vi/5RH9qwv0giM/default.jpg,FALSE,FALSE,FALSE,Композиция Impromptu in Quarter принадлежит исполнителю Kevin MacLeod. \n\nЛицензия: Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/).\n\nОригинальная версия: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100455.\n\nИсполнитель: http://incompetech.com/ \n\nИсточник: https://mur.tv/\n\nПервоисточник: https://vk.com/topic-17109233_36527589
bda-x_ZRg8Y,17.14.11,Глава ДНР Александр Захарченко об участившихся обстрелах со стороны ВСУ. 13.11.17. Актуально,Первый Республиканский Телеканал,22,2017-11-13T12:25:43.000Z,[none],18077,0,0,0,https://i.ytimg.com/vi/bda-x_ZRg8Y/default.jpg,TRUE,TRUE,FALSE,
goOH0hgyPSU,17.14.11,Это устройство точно пригодится в домашнем хозяйстве(Хайджек),Alexander Polulyakh,28,2017-11-13T13:48:13.000Z,"как сделать|""домкрат""|""как поднять""|""самоделки""|""изготовление""|""реечный домкрат""|""хайджек""|""простой хайджек""|""простая конструкция""|""сделай""|""подьемное устройство""|""кран""|""подьемный кран""",148595,7504,450,665,https://i.ytimg.com/vi/goOH0hgyPSU/default.jpg,FALSE,FALSE,FALSE,"Получи бесплатно 50 000₽ на демо-счёт по ссылке https://vk.cc/7gO9hE и купон +100% к депозиту по промокоду POLULYAKH\nВсем привет.сегодня сделаем очень полезную штуковину которая уж точно пригодится вам на стройке, даче, гараже и просто в домашнем хозяйстве.ведь с этим простым устройством можно будет легко поднимать тяжелый груз и удерживать его без всяких нагрузок на спину."
Oa0oTJMiVMk,17.14.11,След - Опека,След - новый сезон,1,2017-11-13T09:00:01.000Z,след,22000,78,11,10,https://i.ytimg.com/vi/Oa0oTJMiVMk/default.jpg,FALSE,FALSE,FALSE,"След - Опека (1665 серия):\nФедеральная Экспертная служба - это уникальная лаборатория, которая объединяет несколько экспертных служб и отвечает за проведение исследований во всех мыслимых областях прикладной криминалистики. Не бывает преступников, которые не оставляют после себя следов. Другое дело, что порой они сокрыты там, где никому и в голову не придет их искать. Никому, кроме сотрудников ФЭС.Принимая участие в расследовании самых сложных и таинственных преступлений , они могут заинтересоваться всем, чем угодно. Совершенно, казалось бы , случайные царапины на дверном косяке, оброненные лоскутки ткани, едва различимый оттиск надписи, сделанной на вырванном из блокнота листке и даже комар, который, возможно, мог укусить подозреваемого - все это может помочь в раскрытии дела .\nДетектив\nРежиссер: Всеволод Аравин\nВ ролях: Ольга Копосова, Павел Шуваев, Евгений Кулаков, Ольга Зейгер, Анна Данько, Марианна Катаєва"
wTej-lzvzok,17.14.11,Готовность умереть и жить 10000 лет. Александр Палиенко.,Alexander Palienko,22,2017-11-13T09:30:38.000Z,"Палиенко|""Александр Палиенко""|""эзотерика""|""тренинги""|""лекции""|""цитаты""|""развитие""|""счастье""|""семинар""|""встреча""|""вебинар""|""саморазвитие""|""любовь""|""отношения""|""мужчина""|""женщина""|""практики""|""бизнес""|""энергия""|""гармония""|""духовность""|""целостность""|""учение""|""вегетарианство""|""религия""|""готовность""|""вечная жизнь""|""долгожитель""|""готовность умереть""",19934,1517,36,107,https://i.ytimg.com/vi/wTej-lzvzok/default.jpg,FALSE,FALSE,FALSE,"Готовность умереть и жить 10000 лет – фрагмент записи встречи с Александром Палиенко.\nКаждый понедельник и пятницу новое видео. Подписывайтесь, чтобы первыми смотреть новые видео.\n\n--\nВсе официальные видео от Александра Палиенко в одном плейлисте: http://www.apalienko.com/ytp.html\n\n\nСайт - https://APalienko.com\nTelegram - https://t.me/alexanderpalienko\nYoutube - https://APalienko.com/yt.html\nВконтакте - https://APalienko.com/vk.html\nFacebook - https://APalienko.com/fb.html\nInstagram - https://APalienko.com/in.html\n\n#Палиенко #Alexander_Palienko #Александр_Палиенко"
K62o61YwTv0,17.14.11,ТОР: РАГНАРЁК [Ржака от Marvel],Юрий Хованский,24,2017-11-13T07:03:51.000Z,"хованский|""юрий хованский""|""юмор""|""russianstandup""|""хованский лайв""",136087,7843,1232,808,https://i.ytimg.com/vi/K62o61YwTv0/default.jpg,FALSE,FALSE,FALSE,"Канал 1xbet - https://goo.gl/pz6TmJ\nПонравился ролик? Подпишись! http://goo.gl/ieZiMA\n\nМой канал на YouTube http://youtube.com/russianstandup?sub_confirmation=1\nХованский Лайв http://youtube.com/khovanskyinthesky?sub_confirmation=1\nЮрий Хованский ВК http://vk.com/hovan\nХованский Твич http://www.twitch.tv/khovanskytoday\nКанал с записями live трансляций Twitch http://youtube.com/c/KhovanskyToday?sub_confirmation=1\nБуржуйский Фейсбук http://facebook.com/khovansky\nНаписать мне можно в твиттер http://twitter.com/RussianStandup\nПосмотреть на мою жизнь - в инстаграм http://instagram.com/yurykhovansky\nМой паблик (смешные картинки) http://vk.com/russianstandup\nМой второй паблик (картинки ещё смешнее) http://vk.com/prikolyandry\nКупить рекламу/продвижение/фан-стафф http://khovansky.info/shop\n\nЛучшая благодарность для меня - твой лайк, репост и комментарий под видео. Огромное спасибо за просмотр!"
1boEmxDNJHE,17.14.11,Ералаш Столовая моей мечты (№297),Киножурнал Ералаш Официальный канал,1,2017-11-13T10:47:23.000Z,"Ералаш|""Детское""|""кино""|""Ностальгия""|""Грачевский""|""Мальчишки""|""девчонки""|""новые серии""|""ералаш 2017""|""новый ералаш""|""смешно""",14294,471,30,126,https://i.ytimg.com/vi/1boEmxDNJHE/default.jpg,FALSE,FALSE,FALSE,Новый сюжет Ералаш уже на нашем канале! Подписывайтесь и следите за обновлениями.\nЕралаш Вконтакте: https://vk.com/eralashofficial\nЕралаш Инстаграм: https://goo.gl/5gkU9v\nЕралаш Сайт: http://eralash.ru\n\nПо вопросам сотрудничества и рекламы пишите на pr@eralash.ru.
02nZCznXYpg,17.14.11,Экскурсия в прошлое Полный обзор пальто 1962 года Интересная модель пальто с высоким воротником,Модные Практики с Паукште Ириной Михайловной,26,2017-11-13T17:00:01.000Z,"Паукште|""пошив""|""крой""|""шитье и крой""|""своими руками""|""гости""|""ютуб канал""|""модные практики""|""ирина паукште""|""пальто""|""модель пальто""|""платье""|""пальто без выкройки""|""платье без выкройки""|""пальто своими руками""|""платье своими руками""|""выкройка платья""|""выкройка пальто""|""как сшить платье""|""как сшить пальто""|""уроки кроя""|""уроки шитья""|""шитье для начинающих""|""супатная застежка""|""плащь""|""выкройка плаща""|""ка сшить плащь""|""как научиться шить""|""как научиться кроить""|""стильная женщина""|""мода""|""стиль""|""старое пальто""",14028,972,12,122,https://i.ytimg.com/vi/02nZCznXYpg/default.jpg,FALSE,FALSE,FALSE,Экскурсия в прошлое. Полный обзор пальто 1962 года. Интересная модель пальто с высоким воротником.\n\n🎬 Список Наших курсов:\n🥇 Видео-курс: Крой по системе 10 мерок http://paukshte.ru/10_merok/\n\n📀 Моделирование и пошив жакета Шанель http://paukshte.ru/jacket_chanel/\n\n📀 Платье футляр на подкладке с рукавом и без рукава. Моделирование и пошив http://paukshte.ru/platjefutlyar/\n \n📀 Моделирование и пошив шифонового платья http://paukshte.ru/shifondress/\n \n🎁 Бесплатный мини курс по созданию гардероба http://paukshte.ru/garderob_10/\n \n📀 Конструирования и пошива мужских брюк  http://paukshte.ru/trousers/\n \n📀  Пошив качественного пальто http://paukshte.ru/coat/\n \n📀  Конструирования и пошива женских брюк  http://paukshte.ru/pants/\n \n📀  Конструирования и пошива прямой юбки http://paukshte.ru/skirt/\n \n💿 Технология пошива кружевной юбки на шелковой основе http://paukshte.ru/skirt/\n \n💿 Крой для девочки до 30 размера http://paukshte.ru/detskiy/\n \n💿 Конструирование и пошив рубашечного воротника http://paukshte.ru/collar/\n \n🎓 ПАУКШТЕ.РУ Заходите на мой сайт http://paukshte.ru/\n \n📢 Добавляйтесь в друзья Вконтакте http://vk.com/modapractic\n \n💙 Добавляйтесь в мою группу одноклассники https://ok.ru/group/56761129697312
ymGzEGUwt2A,17.14.11,ДОМ 2 НОВОСТИ раньше эфира! (19.11.2017) 19 ноября 2017,Дом 2 с Глорией Рай,22,2017-11-13T16:42:03.000Z,"дом 2|""дом 2 новости""|""бузова""|""дом 2 последняя серия""|""ольга бузова""|""ксения бородина""|""дом 2 свежие серии""|""реалити шоу""|""шоу""|""обзоры""|""обзоры новостей""|""дом 2 новости и слухи""|""дом 2 день""|""дом 2 вечерний выпуск""|""дом 2 ночной выпуск""|""дом 2 эфиры""|""дом 2 лайт""|""серия дом 2""|""дом 2 слухи""|""дом 2 на 6 дней раньше""|""дом 2 участники""|""новости дом 2""|""дом 2 анонс на завтра""|""дом 2 последние новости""|""дом 2 город любви""|""дом 2 после заката""|""дом 2 свежие""|""dom 2""|""глория рай""",18445,100,36,9,https://i.ytimg.com/vi/ymGzEGUwt2A/default.jpg,FALSE,FALSE,FALSE,"Дом 2 новости и слухи на 14 ноября 2017 (14.11.2017)\nШикарная косметика - http://fas.st/IYNi44\n\n✔Подписка на канал - https://goo.gl/Y6c5cu\n✔Vkontakte - http://vk.com/gloriya_rai\n✔Официальный сайт Дом-2 - http://dom2.ru/\n----------------------------------------------------------------\nНовости дом 2 на сегодня 14.11.2017 слухи и сплетни.\nДом 2 последняя серия 14 ноября 2017. Если вы смотрите свежие серии дома 2, то вам наверняка будут интересны dom 2 novosti дом 2 новости и слухи. На моем канале выходят новости реалити-шоу на 6 дней раньше эфира. Расскажу вам и дом 2 слухи, сплетни, а так же о нынешних и бывших участниках шоу. Немаловажную роль в моих новостях играют и сами ведущие телепроекта, которых обсуждает вся страна, а это Ольга Бузова и Ксения Бородина. Смотреть эфиры очень даже интересно: бури эмоций, скандалы и выяснения отношений особенно интересны телезрителям!\n----------------------------------------------------------------\nНаш канал не нарушает авторское право. Товарный знак Дом 2 принадлежит АО ТНТ-Телесеть и использован для информационных и ознакомительных целей. Статьи, фото и скрины взяты из открытых источников интернета и используются так же исключительно в информационных целях. Автор и создатель роликов - Глория Рай!\nСвежие серии дом 2 можно посмотреть на официальном сайте проекта.\n----------------------------------------------------------------\nИ не пропустите сегодня дом 2 эфиры 14.11.2017. На ТНТ выйдут следующие выпуски: дом 2 дневной выпуск (lite), дом 2 вечерний выпуск (город любви) в 23:00 и ночной эфир (после заката) в полночь. Приятного вам просмотра и не забывайте следить за последними новостями телестройки на моем канале Глория Рай)))\nМузыка: Production Music courtesy of Epidemic Sound!"
SY4jqRXezb8,17.14.11,Viva la Révolution!,ARTPODGOTOVKA,25,2017-11-13T20:06:09.000Z,"вячеслав|""мальцев""|""плохие""|""новости""|""артподготовка""|""вести""|""недели""|""прямой""|""эфир""|""путин""|""медведев""|""порошенко""|""политика""|""россии""|""россия""|""украина""|""киев""|""украине""|""крым""|""наш""|""власть""|""власти""|""режим""|""русские""|""нефть""|""рубль""|""доллар""|""курс""|""валют""|""эхо""|""москвы""|""латынина""|""белковский""|""шендерович""|""особое""|""мнение""|""дождь""|""демура""|""шарий""|""потапенко""|""жуковский""|""суд""|""кризис""|""russia""|""протесты""|""банк""|""банки""|""гривна""|""биржа""|""финансы""|""евро""|""невзоров""|""камикадзе""|""5112017""|""революция""|""51117""|""кремль""|""песков""|""лавров""|""митинг""",43489,3570,1732,269,https://i.ytimg.com/vi/SY4jqRXezb8/default.jpg,FALSE,FALSE,FALSE,"ВОЗЗВАНИЕ К НАРОДУ: https://www.youtube.com/watch?v=FvmXLz8t7nI\nВячеслав Мальцев. Плохие новости.\nРЕВКОЙНЫ:  https://nocorrupt.org\nЗадать свой вопрос прямо в эфир http://www.donationalerts.ru/r/artpodgotovka\nОФИЦИАЛЬНЫЙ САЙТ: https://5112017.org\nTwitter: https://twitter.com/vvmaltsev\nНаша страница ВКОНТАКТЕ: https://www.vk.com/za_51117\nГруппа ВКОНТАКТЕ: https://vk.com/maltsev51117\nСтраница на Facebook: https://www.facebook.com/groups/1404134649641472/\nСайт Артподготовка - Мировые новости: https://artpodgotovka.news\nEMAIL В. В. МАЛЬЦЕВА: vvmaltsev64@gmail.com\nКАНАЛ БЕЗУМНАЯ ГРЕТА: https://www.youtube.com/channel/UC6MZXJIIwSrwP4wFJg2mlsg\nКанал Артподготовка - Санкт-Петербург: https://www.youtube.com/channel/UChJqPgJBeGvF1wEW2OqTfrA\nНародный телефон:\n+7(495)-369-28-90\n+7(999)-805-11-17 Viber, Telegram, Signal\n\nTelegram\nОсновной канал: revolution51117\nБот: artpodrev_bot\nГруппы Москва, Санкт-Петербург, Новосибирск - ссылки в боте\n\nОБХОД БЛОКИРОВОК СОЦСЕТЕЙ: https://cloud.mail.ru/public/3JYX/tzWs4VsHX\n\nАгитационный материал: https://cloud.mail.ru/public/ELtq/oJ31Ag5am\nПисьма узникам режима: http://rosuznik.org/\n================================\nСпасибо за Вашу поддержку каналу!\n≡ Bitcoin:  15eP7RBQuPjSFJJxqmqRaSQiXB7kSNdbek \n≡ PayPal:              Zelenina_anna@bk.ru\nРазвитие канала и сотрудничество: 51117artpodgotovka@gmail.com\nТвиттер В. Мальцева: https://twitter.com/vvmaltsev\n\nНеофициальная группа ВКонтакте: https://vk.com/artpodgotovkamaltsev\nTelegram: t.me/artpodgotovka1\niTunes1: https://itunes.apple.com/ru/podcast/id1224979053?mt=2\niTunes2: https://itunes.apple.com/de/podcast/artpodgotovka/id986200150?mt=2\nПодкаст для Android: http://subscribeonandroid.com/feeds.feedburner.com/artpodgotovka_maltsev"
Ir1nX_gLnls,17.14.11,Огромная заброшенная спецшкола. ВСЁ оставлено - Покинутый Мир,Покинутый Мир,19,2017-11-12T15:21:18.000Z,"заброшенные места|""заброшенная школа""|""заброшки""|""сталк""|""покинутый мир""|""находки""|""СССР""|""Чернобыль""|""заброшенное""",102656,7928,137,1446,https://i.ytimg.com/vi/Ir1nX_gLnls/default.jpg,FALSE,FALSE,FALSE,"Заброшенная школа для проблемных детей. Чтобы окунуться в атмосферу Чернобыля далеко ехать не надо. Тут лежат вещи времён СССР, учебники, химия. Заброшенные кабинеты таят в себе интересные находки. Покинутый спортзал напоминает о былом...\n\nСсылка на мой инстаграм (Заброшенные места, заброшенные дома, заброшенные деревни, заброшки и сталк - Покинутый Мир) https://www.instagram.com/pokinutij/ \n\nСсылка на группу товарищей-сталкеров (Urban Exploration Latvia) https://vk.com/urbexlv"
I08JZlzwVVk,17.14.11,ДИСС НА АЗИНО777,RED Пингвин,22,2017-11-11T06:50:10.000Z,"азино 777|""azino777""|""redpingwin""|""red""|""пингвин""|""pingwin""|""ред пингвин""",308186,3405,9672,713,https://i.ytimg.com/vi/I08JZlzwVVk/default.jpg,FALSE,FALSE,FALSE,Вечный доступ на RED Пингвин: https://goo.gl/RyyzDY
uv16hVDkOEQ,17.14.11,ЧТО Я УКРАЛ В ШАНХАЕ,РАЙЗ,20,2017-11-13T13:49:07.000Z,"райз|""starladder shanghai""|""ксго""|""CS:GO""|""что я украл""|""что я украл на starladder""|""что я украл в шанхае""|""маска g2""",86058,9600,319,640,https://i.ytimg.com/vi/uv16hVDkOEQ/default.jpg,FALSE,FALSE,FALSE,"Starladder в Шанхае закончился, но я был бы не я, если б не привёз оттуда пол чемодана сувениров. В этот раз не так много, но разные + прохладные истории\n\nЯ в вк - https://vk.com/eugenerise\nИнстаграмыч - https://www.instagram.com/eugene_rise/ (там есть новый пост)"
